Unique Identifier,Name,Reports To,Line Detail 1,Line Detail 2,Organization Name
194_DANIELE_ORATI,DANIELE ORATI,20_RICHARD_WRAY,Group Head of S&DS Product Lines and Future Seeker Programmes,M/EN/SDS (Rome),
195_Ian_Duguid,Ian Duguid,20_RICHARD_WRAY,Head of Portfolio Capability Development,M/EN/SDS/EP (Stevenage),
196_RUSS_WORBOYS,RUSS WORBOYS,20_RICHARD_WRAY,TECHNICAL ADVISOR,M/EN/SDS (Stevenage),
197_PAULA_CAMPBELL,PAULA CAMPBELL,21_Simon_CHARLIER,HEAD OF UK CUSTOMER STRATEGIC ENGAGEMENT,M/UK/MA (Stevenage),
198_ANDY_HARRIS,ANDY HARRIS,21_Simon_CHARLIER,DEFENCE & POLITICAL ADVISER,M/UK/MA (Home Worker),
199_Barry_Jenkins,Barry Jenkins,21_Simon_CHARLIER,Defence and Political Adviser,M/UK/MA (Home Worker),
200_Howard_BORRINGTON,Howard BORRINGTON,21_Simon_CHARLIER,GOVERNMENT AFFAIRS ADVISER,M/UK/MA (Home Worker),
201_JASON_ALDERWICK,JASON ALDERWICK,21_Simon_CHARLIER,Head of NATO & EU Institutional Affairs,M/UK/MA (Home Worker),
202_RHIAN_WEBSTER,RHIAN WEBSTER,21_Simon_CHARLIER,Business Associate,M/UK/MA (Stevenage),
203_Richard_Davies,Richard Davies,21_Simon_CHARLIER,Defence and Political Adviser - Air,M/UK/MA (Home Worker),
204_Arnaud_HELINE,Arnaud HELINE,22_STEFANIA_SPERANDEI,Head of Software Product Lines and Capability,M/EN/SE (Le Plessis-Robinson),
205_Christian_DUFOUR,Christian DUFOUR,22_STEFANIA_SPERANDEI,Head of Software Center of Excellence,M/EN/SE (Bourges Subdray),
206_DANIELA_IDA_CONTE,DANIELA IDA CONTE,22_STEFANIA_SPERANDEI,CHIEF OF STAFF,M/EN/SE (Rome),
207_GIANCARLO_CANNARELLA,GIANCARLO CANNARELLA,22_STEFANIA_SPERANDEI,HEAD OF FUNCTION,M/EN/SE (Rome),
208_RAJ_BADIANI,RAJ BADIANI,22_STEFANIA_SPERANDEI,HEAD OF SOFTWARE ENGINEERING UK,M/EN/SE (Bristol),
209_CRISTIANA_BOCCANERA,CRISTIANA BOCCANERA,22_STEFANIA_SPERANDEI,PERSONAL ASSISTANT,M/EN/SE (Rome),
210_Dominique_LUCAS,Dominique LUCAS,23_Xavier_NICOLAS,Responsable Ingénierie des Missiles France,M/EN/MS (Le Plessis-Robinson),
211_Jean-Marc_THIRON,Jean-Marc THIRON,23_Xavier_NICOLAS,Chief Missile Architect Responsable 'Architecture Générique Missiles',M/EN/MS (Le Plessis-Robinson),
212_RICHARD_HUTT,RICHARD HUTT,23_Xavier_NICOLAS,HEAD OF MISSILE DESIGN UK,M/EN/MS (Stevenage),
213_TONINO_GENITO,TONINO GENITO,23_Xavier_NICOLAS,HEAD OF MISSILE DESIGN IT,M/EN/MS (Rome),
214_Antoine_DROUOT,Antoine DROUOT,23_Xavier_NICOLAS,Chief of Staff Missile Design / Engineering France,M/EN/MS (Le Plessis-Robinson),
215_Farida_DEMIM,Farida DEMIM,23_Xavier_NICOLAS,Assistante de Manager de la Direction Ingénierie des Missiles,M/EN/MS (Le Plessis-Robinson),
216_Etienne_RAMBAUD,Etienne RAMBAUD,26_Célia_FOURNIER,Auditeur interne Expérimenté,M/CEO/IA/FR (Le Plessis-Robinson),
217_Julia_KERSCAVEN,Julia KERSCAVEN,26_Célia_FOURNIER,Auditeur Interne expérimenté,M/CEO/IA/FR (Le Plessis-Robinson),
218_FABRIZIO_PIERONI,FABRIZIO PIERONI,27_LETIZIA_IULIANO,INTERNAL AUDITOR,M/CEO/IA/IT (Rome),
219_GIOVANNI_PIGNATARO,GIOVANNI PIGNATARO,27_LETIZIA_IULIANO,Internal Auditor,M/CEO/IA/IT (Rome),
220_MICHELA_GRELLONI_(On_Leave),MICHELA GRELLONI (On Leave),27_LETIZIA_IULIANO,INTERNAL AUDITOR,M/CEO/IA/IT (Rome),
221_TIZIANO_MATTEO_PALUMBO,TIZIANO MATTEO PALUMBO,27_LETIZIA_IULIANO,INTERNAL AUDITOR,M/CEO/IA/IT (Rome),
222_Kate_Foster_Warrington,Kate Foster Warrington,28_Lisa_Johnstone,Group Internal Auditor,M/CEO/IA/UK (Stevenage),
223_Megan_Easton,Megan Easton,28_Lisa_Johnstone,Group Internal Auditor,M/CEO/IA/UK (Stevenage),
224_RACHEL_HARRISON,RACHEL HARRISON,28_Lisa_Johnstone,Group Internal Auditor,M/CEO/IA/UK (Stevenage),
225_BRUNO_CAPONE,BRUNO CAPONE,30_DAVID_MARIA_SERGOLA,SECURITY MANAGER FUSARO,M/IT/SM (Fusaro),
226_FEDERICO_RANALLI,FEDERICO RANALLI,30_DAVID_MARIA_SERGOLA,SECURITY OFFICER,M/IT/SM (Rome),
227_NICOLA_BAMBINI,NICOLA BAMBINI,30_DAVID_MARIA_SERGOLA,SECURITY MANAGER LA SPEZIA & AULLA,M/IT/SM (La Spezia),
228_PAOLA_CERQUETELLI,PAOLA CERQUETELLI,30_DAVID_MARIA_SERGOLA,SECURITY COMP.CLASS INF. MANAGER,M/IT/SM (Rome),
229_SERGIO_DE_SIMONE,SERGIO DE SIMONE,30_DAVID_MARIA_SERGOLA,INFORMATION & CYBER SECURITY MANAGER,M/IT/SM (Rome),
230_Antonio_Marra,Antonio Marra,30_DAVID_MARIA_SERGOLA,Cyber & Information Security Specialist,M/IT/SM (Rome),
231_ARMANDO_PALERMO,ARMANDO PALERMO,30_DAVID_MARIA_SERGOLA,BUSINESS SECURITY MANAGER,M/IT/SM (Rome),
232_DONATO_SUBRIZIO,DONATO SUBRIZIO,30_DAVID_MARIA_SERGOLA,SECURITY OFFICER,M/IT/SM (Rome),
233_GIANCARLO_D'AGOSTINO,GIANCARLO D'AGOSTINO,30_DAVID_MARIA_SERGOLA,SECURITY OFFICER,M/IT/SM (Rome),
234_MARTINA_BERTOLINO,MARTINA BERTOLINO,30_DAVID_MARIA_SERGOLA,ASSISTENTE DI DIREZIONE,M/IT/SM (Rome),
235_SILVIA_SALOMONE,SILVIA SALOMONE,30_DAVID_MARIA_SERGOLA,SECURITY OFFICER,M/IT/SM (Rome),
236_ADRIAN_MONKS,ADRIAN MONKS,31_Florent_DULEUX,Vice President Poland,M/GB/E (Stevenage),
237_Arnaud_ROUSSET,Arnaud ROUSSET,31_Florent_DULEUX,Vice President Europe 1,M/GB/E (Le Plessis-Robinson),
238_Béatrix_BUFFET,Béatrix BUFFET,31_Florent_DULEUX,Chief of Staff - Export Sales,M/GB/E (Le Plessis-Robinson),
239_Jean-Marc_PEYRAUD,Jean-Marc PEYRAUD,31_Florent_DULEUX,Vice President Export Asia 2,M/GB/E (Le Plessis-Robinson),
240_Julien_DURAND,Julien DURAND,31_Florent_DULEUX,Vice President Middle East & Africa,M/GB/E (Le Plessis-Robinson),
241_MASSIMO_GHIGGI,MASSIMO GHIGGI,31_Florent_DULEUX,HEAD OF CUSTOMER SUPPORT EXPORT SALES,M/GB/E (Rome),
242_MICHELE_DI_NUNZIO,MICHELE DI NUNZIO,31_Florent_DULEUX,VP EURASIA,M/GB/E (Rome),
243_NICHOLAS_OSBORNE,NICHOLAS OSBORNE,31_Florent_DULEUX,Vice President Export Sales - Europe 2,M/GB/E (Bristol),
244_Patrice_HAJJAR,Patrice HAJJAR,31_Florent_DULEUX,Vice-President Middle East 2,M/GB/E (Le Plessis-Robinson),
245_Patrick_DE_LA_REVELIERE,Patrick DE LA REVELIERE,31_Florent_DULEUX,Vice President Latin America,M/GB/E (Le Plessis-Robinson),
246_TIMOTHY_RIDDLE,TIMOTHY RIDDLE,31_Florent_DULEUX,"Vice President RSAF, Asia 1, Australia & New Zealand",M/GB/E (Stevenage),
247_Xavier_VETO,Xavier VETO,31_Florent_DULEUX,Vice Président indirect sales,M/GB/E (Le Plessis-Robinson),
248_Dr._Andreas_Öffner,Dr. Andreas Öffner,31_Florent_DULEUX,Vice President Market Development Germany,M/GB/E (Schrobenhausen),
249_GIUSEPPE_FARANDA,GIUSEPPE FARANDA,31_Florent_DULEUX,VP for NATO and EU Institutions,M/GB/E (Rome),
250_Gwendal_ROUILLARD,Gwendal ROUILLARD,31_Florent_DULEUX,Conseiller aux Affaires Internationales,M/GB/E (Le Plessis-Robinson),
251_Valérie_GHARBI,Valérie GHARBI,31_Florent_DULEUX,Assistante de Direction,M/GB/E/IDA (Le Plessis-Robinson),
252_FABIO_DONATI,FABIO DONATI,32_FRANCESCO_MUNGO,HEAD OF FACILITIES ROME SITE,M/IT/DMD (Rome),
253_FRANCO_PELLICCIONI,FRANCO PELLICCIONI,32_FRANCESCO_MUNGO,HEAD OF SERVIZI DIREZIONALI ED AZIENDALI,M/IT/DMD (Rome),
254_MASSIMILIANO_MAZZELLA,MASSIMILIANO MAZZELLA,32_FRANCESCO_MUNGO,HEAD OF FACILITIES FUSARO SITE,M/IT/DMD (Fusaro),
255_MASSIMO_FORIERI,MASSIMO FORIERI,32_FRANCESCO_MUNGO,HEAD OF FACILITIES  LA SPEZIA&AULLA SITE,M/IT/DMD (La Spezia),
256_LAURA_DI_MUZIO,LAURA DI MUZIO,32_FRANCESCO_MUNGO,PERSONAL ASSISTANT,M/IT/DMD (Rome),
257_Frantz_Nehammer,Frantz Nehammer,33_Franck_SEUZARET,Head of UK Airbone,M/GB/T (Bristol),
258_Frédéric_MICHAUD,Frédéric MICHAUD,33_Franck_SEUZARET,Head of  Battlefield & New Cooperations,M/GB/T (Le Plessis-Robinson),
259_Jean-Paul_FAYE,Jean-Paul FAYE,33_Franck_SEUZARET,Senior VP Products Solutions,M/GB/T (Le Plessis-Robinson),
260_Michel_DUPONT,Michel DUPONT,33_Franck_SEUZARET,Responsable du Segment Systèmes Aéroporté Fr,M/GB/T (Le Plessis-Robinson),
261_Régis_GUERIN,Régis GUERIN,33_Franck_SEUZARET,Head of GBAD,M/GB/T (Le Plessis-Robinson),
262_RUSS_MARTIN,RUSS MARTIN,33_Franck_SEUZARET,TMO Head of Military Advisers,M/GB/T (Stevenage),
263_Stefano_BERTUZZI,Stefano BERTUZZI,33_Franck_SEUZARET,Head of Naval Segment,M/GB/T (Le Plessis-Robinson),
264_ALAN_VEITCH,ALAN VEITCH,33_Franck_SEUZARET,SENIOR TECHNICAL ADVISOR TEAM CW PRODUCT,M/GB/T (Stevenage),
265_Dr.-Ing._Markus_Martinstetter,Dr.-Ing. Markus Martinstetter,33_Franck_SEUZARET,Senior Technical and Military Operations Manager,M/GB/T (Schrobenhausen),
266_Ingrid_BOS,Ingrid BOS,33_Franck_SEUZARET,Assistante de Managers,M/GB/T (Le Plessis-Robinson),
267_Loutfi_NEKMOUCHE,Loutfi NEKMOUCHE,33_Franck_SEUZARET,United Arab Emirates Expert,M/GB/T (Le Plessis-Robinson),
268_PAOLO_VILLA,PAOLO VILLA,33_Franck_SEUZARET,SENIOR TMO MANAGER,M/GB/T (Rome),
269_TIM_MITCHELL-BENNETT,TIM MITCHELL-BENNETT,33_Franck_SEUZARET,Senior Technical Advisor - Poland,M/GB/T (Bristol),
270_CLAUDIO_PONZI,CLAUDIO PONZI,34_FRANCO_DONFRANCESCO,HEAD OF BUSINESS DEVELOPMENT ITALY,M/GB/IT (Rome),
271_MICHELA_DI_PACE,MICHELA DI PACE,34_FRANCO_DONFRANCESCO,HEAD OF NAVY DOMAIN,M/GB/IT (Rome),
272_ADALGISA_ZEGA,ADALGISA ZEGA,34_FRANCO_DONFRANCESCO,PERSONAL ASSISTANT,M/GB/IT (Rome),
273_ANGELICA_BIDDIRI,ANGELICA BIDDIRI,34_FRANCO_DONFRANCESCO,BUSINESS GOVERNANCE & CUSTOMER RELATIONS,M/GB/IT (Rome),
274_CRISTIANO_PROIETTI,CRISTIANO PROIETTI,34_FRANCO_DONFRANCESCO,HEAD OF ARMY DOMAIN,M/GB/IT (Rome),
275_FABIO_LENZI,FABIO LENZI,34_FRANCO_DONFRANCESCO,COMMERCIAL MANAGER ITALIAN AIR FORCE,M/GB/IT (Rome),
276_Giovanna_Damiano,Giovanna Damiano,34_FRANCO_DONFRANCESCO,Sales Manager,M/GB/IT (Rome),
277_PIER_PAOLO_CICCIOLA,PIER PAOLO CICCIOLA,34_FRANCO_DONFRANCESCO,Responsabile Commerciale Italia – Customer Support & Services,M/GB/IT (Rome),
278_STEFANO_FILONI,STEFANO FILONI,34_FRANCO_DONFRANCESCO,ADVANCED PROJECTS,M/GB/IT (Rome),
279_Alain_BIARD,Alain BIARD,35_George_KYRIAKIDES,Head of International Industrial Cooperation (India),M/GB/I (Le Plessis-Robinson),
280_Christophe_LEDUC,Christophe LEDUC,35_George_KYRIAKIDES,Head of International Industrial Cooperation,M/GB/I (Le Plessis-Robinson),
281_Emma_MORRIS,Emma MORRIS,35_George_KYRIAKIDES,"Head of International Industrial Cooperation - Asia, Latin America & Africa",M/GB/I (Stevenage),
282_Massimiliano_DOMINICIS,Massimiliano DOMINICIS,35_George_KYRIAKIDES,Head of International Industrial Cooperation - Middle East,M/GB/I (Le Plessis-Robinson),
283_WARREN_DEVINE,WARREN DEVINE,35_George_KYRIAKIDES,Head of IIC - KSA,M/GB/I (Bolton),
284_AXEL_STOELLER-RAIMBAULT,AXEL STOELLER-RAIMBAULT,35_George_KYRIAKIDES,IIC HEAD OF FUTURE PRODUCTS,M/GB/I (Home Worker),
285_BECCA_CROFT,BECCA CROFT,35_George_KYRIAKIDES,IIC Manager - Japan,M/GB/I (Bristol),
286_ANGELO_SENA,ANGELO SENA,36_GIUSEPPE_COSSIGA,WH - Comunicazione esterna (Italy),M/IT/RI (Rome),
287_GIORGIA_FESTUCCI,GIORGIA FESTUCCI,36_GIUSEPPE_COSSIGA,ADDETTA ALLE RELAZIONI ISTITUZIONALI,M/IT/RI (Rome),
288_VINCENZO_BONOMO,VINCENZO BONOMO,36_GIUSEPPE_COSSIGA,HEAD OF GRANTS - FINANZA AGEVOLATA,M/IT/RI (Rome),
289_VALENTINA_SALAME',VALENTINA SALAME',36_GIUSEPPE_COSSIGA,PERSONAL ASSISTANT,M/IT/RI (Rome),
290_Andreas_Heinemann,Andreas Heinemann,37_Guido_Brendler,Sales & Business Development Executive Ground Based Air Defence,M/GB/DE (Schrobenhausen),
291_Daniel_Moldrings,Daniel Moldrings,37_Guido_Brendler,Sales & Business Development Executive Air Systems,M/GB/DE (Schrobenhausen),
292_Joachim_Gilch,Joachim Gilch,37_Guido_Brendler,Head of Concepts and R&T acquisition,M/GB/DE (Schrobenhausen),
293_Jochen_Dehner,Jochen Dehner,37_Guido_Brendler,Sales & Business Development Executive Land Systems,M/GB/DE (Schrobenhausen),
294_Mathias_Schadl,Mathias Schadl,37_Guido_Brendler,Head of Sales Management and Services,M/GB/DE (Schrobenhausen),
295_Michael_Rieder,Michael Rieder,37_Guido_Brendler,Head of Campaigns and internat. Business,M/GB/DE (Schrobenhausen),
296_Sabrina_Schmid,Sabrina Schmid,37_Guido_Brendler,Head of Marketing Germany,M/GB/DE (Schrobenhausen),
297_Ulrich_Grohmann,Ulrich Grohmann,37_Guido_Brendler,Sales & Business Development Executive Naval Systems,M/GB/DE (Schrobenhausen),
298_Alisa_Karmann,Alisa Karmann,37_Guido_Brendler,Directorate Assistant Sales and Business Development Germany,M/GB/DE (Schrobenhausen),
299_Björn_Goller,Björn Goller,37_Guido_Brendler,Sales & Business Development Manager Land Systems,M/GB/DE (Schrobenhausen),
300_Jascha-Andrej_Kalinski,Jascha-Andrej Kalinski,37_Guido_Brendler,Sales & Business Development Manager Naval Systems,M/GB/DE (Schrobenhausen),
301_Sebastian_Sturm,Sebastian Sturm,37_Guido_Brendler,Sales & Business Development Manager Air Systems,M/GB/DE (Schrobenhausen),
302_Sven-Michael_Wundenberg,Sven-Michael Wundenberg,37_Guido_Brendler,Sales & Business Development Manager Air Systems,M/GB/DE (Schrobenhausen),
303_Yorck_Loska,Yorck Loska,37_Guido_Brendler,Sales & Business Development Manager Geschäftsentwicklung und Vertrieb Bodengebundene Luftverteidigung,M/GB/DE (Schrobenhausen),
304_CHRIS_STEVENS,CHRIS STEVENS,38_James_ALLIBONE,BD Product Line Owner - Air Dominance,M/GB/BD (Stevenage),
305_DARIO_COSCIONE,DARIO COSCIONE,38_James_ALLIBONE,BD PRODUCT LINE OWNER,M/GB/BD (Rome),
306_JAMES_EVANS,JAMES EVANS,38_James_ALLIBONE,BD Product Line Owner - Tactical Strike,M/GB/BD (Stevenage),
307_JAMES_HICKEY,JAMES HICKEY,38_James_ALLIBONE,Group Head - Combat Air,M/GB/BD (Bristol),
308_Matthieu_KROURI,Matthieu KROURI,38_James_ALLIBONE,BD Product Line Owner - Battlefield,M/GB/BD (Le Plessis-Robinson),
309_Pierre-Marie_BELLEAU,Pierre-Marie BELLEAU,38_James_ALLIBONE,BD Product Line Owner- Deep Strike,M/GB/BD (Le Plessis-Robinson),
310_Rainer_Stockhammer,Rainer Stockhammer,38_James_ALLIBONE,BD Product Line Owner-Area Protection,M/GB/BD (Schrobenhausen),
311_Tony_DISTAZIO,Tony DISTAZIO,38_James_ALLIBONE,BUSINESS DEVELOPMENT SECTOR HEAD,M/GB/BD (Stevenage),
312_ANDRE_ADAMSON,ANDRE ADAMSON,38_James_ALLIBONE,HEAD OF UK FRANCE - COMPLEX WEAPONS,M/GB/BD (Home Worker),
313_Bertrand_DUMOULIN,Bertrand DUMOULIN,38_James_ALLIBONE,Head of Bruxelles Office,M/GB/BD (Le Plessis-Robinson),
314_Carla_PARDON,Carla PARDON,38_James_ALLIBONE,OFFRE d'APPRENTISSAGE SBD GROUP - NEW MARKETS,M/GB/BD (Le Plessis-Robinson),
315_Frédéric_NACCACHE,Frédéric NACCACHE,38_James_ALLIBONE,Business Development Sector Head - RT&I,M/GB/BD/EUN (Le Plessis-Robinson),
316_Jazmine_Bailey,Jazmine Bailey,38_James_ALLIBONE,GRADUATE,M/GB/BD/ECP (Stevenage),
317_Natalie_Salem,Natalie Salem,38_James_ALLIBONE,Chief of Staff - Group BD,M/GB/BD (Stevenage),
318_Nicolas_LEFORT,Nicolas LEFORT,38_James_ALLIBONE,Business Development Sector Head - New Markets and Services,M/GB/BD (Le Plessis-Robinson),
319_Sandro_Spalluti,Sandro Spalluti,38_James_ALLIBONE,Group Business Development Head of New Air Platform Access & Eurofighter,M/GB/BD (Schrobenhausen),
320_SANTIAGO_TELLADO_MATAMOROS,SANTIAGO TELLADO MATAMOROS,38_James_ALLIBONE,Group Head of NATO Business,M/GB/BD (Madrid),
321_Delphine_VARON-DOUSSOT,Delphine VARON-DOUSSOT,39_Jean-René_GOURION,Head of Contractual Policy,M/GB/F (Le Plessis-Robinson),
322_Guillaume_LEUGER,Guillaume LEUGER,39_Jean-René_GOURION,Head of Battlefield,M/GB/F (Le Plessis-Robinson),
323_Jean_JUDDE_DE_LARIVIERE,Jean JUDDE DE LARIVIERE,39_Jean-René_GOURION,Airborne and naval systems and BD SCAF,M/GB/F (Le Plessis-Robinson),
324_Marc-Antoine_GRIGUER,Marc-Antoine GRIGUER,39_Jean-René_GOURION,Responsable Commercial Support Logistique,M/GB/F (Le Plessis-Robinson),
325_Olivier_GAUFFIN,Olivier GAUFFIN,39_Jean-René_GOURION,Deputy & FC/AS W,M/GB/F (Le Plessis-Robinson),
326_Sophie_BOURDAIS,Sophie BOURDAIS,39_Jean-René_GOURION,"Head of Deep Strike, Tactical Strike (excl FC/AS) & Deterrence",M/GB/F (Le Plessis-Robinson),
327_Thierry_DEHOUVE,Thierry DEHOUVE,39_Jean-René_GOURION,Head of Area Protection Force Protection & Air Dominance,M/GB/F (Le Plessis-Robinson),
328_Valérie_COURTET,Valérie COURTET,39_Jean-René_GOURION,Head of Advanced Studies,M/GB/F (Le Plessis-Robinson),
329_Dominique_GUIBOURG,Dominique GUIBOURG,39_Jean-René_GOURION,Institutional Relations Manager & General Secretary,M/GB/F (Le Plessis-Robinson),
330_Guy_DE_BEAUCORPS,Guy DE BEAUCORPS,39_Jean-René_GOURION,Military Adviser,M/GB/F (Le Plessis-Robinson),
331_Jean-Yves_TERRIER_(On_Leave),Jean-Yves TERRIER (On Leave),39_Jean-René_GOURION,Head of Customer Support & Services,M/GB/F (Le Plessis-Robinson),
332_Marielle_BERTHIER,Marielle BERTHIER,39_Jean-René_GOURION,Assistante de Direction,M/GB/F (Le Plessis-Robinson),
333_Philippe_GOUYON,Philippe GOUYON,39_Jean-René_GOURION,Conseiller Opérationnel Terre,M/GB/F (Le Plessis-Robinson),
334_Yann_BOURION,Yann BOURION,39_Jean-René_GOURION,Conseiller Militaire,M/GB/F (Le Plessis-Robinson),
335_Lucia_RANGONI,Lucia RANGONI,40_Loïc_PIEDEVACHE,Head of Export Protocol & Events,M/GB/CM (Le Plessis-Robinson),
336_MICHELE_LASTELLA,MICHELE LASTELLA,40_Loïc_PIEDEVACHE,REGIONAL HEAD OF MBDA GROUP CORP. MARKET,M/GB/CM/IT (Rome),
337_MICHAEL_PRITCHARD,MICHAEL PRITCHARD,41_ROBERTO_CASAULA,HD OF COMMERCIAL & BIDDING UK CAMPAIGNS,M/GB/C (Stevenage),
338_PIERLUIGI_BALLETTA,PIERLUIGI BALLETTA,41_ROBERTO_CASAULA,HEAD OF COMMERCIAL IT CAMPAIGNS,M/GB/C (Rome),
339_Thomas_VIOLLET,Thomas VIOLLET,41_ROBERTO_CASAULA,Head of Commercial Operations France,M/GB/C (Le Plessis-Robinson),
340_Vincent_BONNIOT,Vincent BONNIOT,41_ROBERTO_CASAULA,Head of Commercial - International Industrial Partnership,M/GB/C (Le Plessis-Robinson),
341_Georges_TIXIER_(On_Leave),Georges TIXIER (On Leave),41_ROBERTO_CASAULA,Head of Commercial & Partnering Aster Campaigns,M/GB/C (Le Plessis-Robinson),
342_KYLE_BROWN,KYLE BROWN,41_ROBERTO_CASAULA,Chief of Staff - Commercial Operations,M/GB/C (Stevenage),
343_ANDY_ALLEN,ANDY ALLEN,42_Suzanne_JUDE,UK SBD HEAD OF LAND DOMAIN,M/GB/U (Bristol),
344_HASSINA_MAYCROFT,HASSINA MAYCROFT,42_Suzanne_JUDE,HEAD OF CONCEPTS & TECHNOLOGY - UK SBD,M/GB/U (Stevenage),
345_ROB_LINGHAM,ROB LINGHAM,42_Suzanne_JUDE,Deputy Director,M/GB/U (Home Worker),
346_STEWART_KILBY,STEWART KILBY,42_Suzanne_JUDE,Head of Maritime Domain,M/GB/U (Bristol),
347_Tom_Wallington,Tom Wallington,42_Suzanne_JUDE,UKSBD Head of Air Domain,M/GB/U (Stevenage),
348_AIMEE_RICHARDS_(On_Leave),AIMEE RICHARDS (On Leave),42_Suzanne_JUDE,Chief of Staff - UKSBD,M/GB/U (Bristol),
349_ADAM_REA,ADAM REA,49_AILEEN_RANDHAWA,HR Manager - Talent,M/GH/TM (Stevenage),
350_Andrea_Waylett,Andrea Waylett,49_AILEEN_RANDHAWA,Occupational Health Manager,M/GH/UK (Bristol),
351_Debbie_Cole,Debbie Cole,49_AILEEN_RANDHAWA,HR MANAGER RESOURCING,M/GH/UK (Stevenage),
352_Fabienne_LEMOINE,Fabienne LEMOINE,49_AILEEN_RANDHAWA,Responsable Talent Management France,M/GH/TM (Le Plessis-Robinson),
353_LOUISE_DAVIS,LOUISE DAVIS,49_AILEEN_RANDHAWA,"HR Manager - Equality, Diversity & Inclusion and New Employee Integration",M/GH/UK (Stevenage),
354_SAM_JACKSON,SAM JACKSON,49_AILEEN_RANDHAWA,Head of HR & Employee Relations UK & HR Director Spain,M/GH/UK (Stevenage),
355_Hazel_Stanley,Hazel Stanley,49_AILEEN_RANDHAWA,Chief of Staff,M/GH/UK (Bristol),
356_LAURA_BROCHETELLI,LAURA BROCHETELLI,49_AILEEN_RANDHAWA,TALENT MANAGEMENT AND EQUALITY DIVERSITY & INCLUSION,M/GH/TM (La Spezia),
357_Carlos_DUVERDIER,Carlos DUVERDIER,50_Ben_NIBLETT,Responsable S.I.R.H France,M/GH/EHR (Le Plessis-Robinson),
358_JON_BEWLEY,JON BEWLEY,50_Ben_NIBLETT,E-HR MANAGER,M/GH/EHR (Stevenage),
359_David_Bullock,David Bullock,50_Ben_NIBLETT,e-HR WEB DEVELOPER,M/GH/EHR (Bristol),
360_FRANCESCA_EVANGELISTA,FRANCESCA EVANGELISTA,50_Ben_NIBLETT,E-HR ITALY,M/GH/EHR (Rome),
361_JACKIE_INNES,JACKIE INNES,50_Ben_NIBLETT,HR SYSTEMS ADVISER,M/GH/EHR (Stevenage),
362_Amélie_ROUVIERE,Amélie ROUVIERE,51_Catherine_PERRAUD-BALAINE,Responsable Learning & Development France,M/GH/LD (Le Plessis-Robinson),
363_Florent_GRISAUD_VERRIER,Florent GRISAUD VERRIER,51_Catherine_PERRAUD-BALAINE,Head of Digital Learning & Innovation,M/GH/LD (Le Plessis-Robinson),
364_Jérémie_PADOLY,Jérémie PADOLY,51_Catherine_PERRAUD-BALAINE,Chargé de formation Technical Institute,M/GH/LD (Le Plessis-Robinson),
365_Lucy_HOPE,Lucy HOPE,51_Catherine_PERRAUD-BALAINE,HR Manager - Learning & Development,M/GH/LD (Stevenage),
366_PAMELA_GUERRA,PAMELA GUERRA,51_Catherine_PERRAUD-BALAINE,LEARNING & DEVELOPMENT ITALY,M/GH/LD (Rome),
367_Aurélie_CREGUT,Aurélie CREGUT,51_Catherine_PERRAUD-BALAINE,Responsable de la mise en oeuvre du plan de formation,M/GH/LD (Le Plessis-Robinson),
368_Perle_BUCHANAN,Perle BUCHANAN,51_Catherine_PERRAUD-BALAINE,Group Learning Solutions Architect (LSA),M/GH/LD (Le Plessis-Robinson),
369_Stéphanie_PAULI,Stéphanie PAULI,51_Catherine_PERRAUD-BALAINE,Assistante L&D,M/GH/LD (Le Plessis-Robinson),
370_Valérie_FOSSATS,Valérie FOSSATS,51_Catherine_PERRAUD-BALAINE,Chargée de formation et développement,M/GH/LD (Le Plessis-Robinson),
371_Ariane_GUILHEM,Ariane GUILHEM,52_DEBBIE_QUINN,Responsable RH OPS France,M/GH/OP (Le Plessis-Robinson),
372_Erin_HOGAN,Erin HOGAN,52_DEBBIE_QUINN,Head of HR Operations UK,M/GH/OP (Stevenage),
373_Laetitia_ANTOINE,Laetitia ANTOINE,53_Dorothée_FLEURY,Responsable RH Programmes,M/GH/PR (Le Plessis-Robinson),
374_RACHEL_LORD,RACHEL LORD,53_Dorothée_FLEURY,Head of HR Programmes UK,M/GH/PR (Stevenage),
375_ARLESIANA_FARINA,ARLESIANA FARINA,53_Dorothée_FLEURY,HR BUSINESS PARTNER PROGRAMMES AND HR MANAGER TECHNOLOGY & PERFORMANCE,M/GH/PR (Rome),
376_Claire_DUJOUR,Claire DUJOUR,53_Dorothée_FLEURY,Responsable Ressources Humaines Programmes,M/GH/PR (Le Plessis-Robinson),
377_Marie-Pierre_HUAUME,Marie-Pierre HUAUME,53_Dorothée_FLEURY,RH Business Partner Programmes,M/GH/PR (Le Plessis-Robinson),
378_Sabrina_ZIDANE,Sabrina ZIDANE,53_Dorothée_FLEURY,Assistante RH,M/GH/PR (Le Plessis-Robinson),
379_Christelle_SYMPHORIEN,Christelle SYMPHORIEN,54_Jean-Baptiste_ERTLE,Responsable Relations Sociales France,M/GH/FR (Le Plessis-Robinson),
380_Federica_DE_LA_SELLE,Federica DE LA SELLE,54_Jean-Baptiste_ERTLE,Responsable Diversité et Inclusion MBDA France ,M/GH/FR (Le Plessis-Robinson),
381_Marie-Ange_MOEC,Marie-Ange MOEC,54_Jean-Baptiste_ERTLE,Responsable du Service Recrutement et Mobilité  MBDA France,M/GH/FR (Le Plessis-Robinson),
